y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-11,10420,0,0,0,0,6,8,27,0,0
-12,10420,0,0,0,2,6,8,27,0,0
-13,10420,0,0,0,2,6,8,24,0,4
-14,10420,0,0,0,2,6,8,17,0,4
-15,10420,0,0,0,7,6,17,5,0,4
-16,10420,0,0,0,12,10,17,11,0,4
-17,10420,0,0,0,14,4,0,11,0,0
-18,10420,0,0,0,14,4,0,21,0,0
-19,10420,0,0,0,14,4,8,33,0,0
-20,10420,0,0,0,89,1,8,39,0,0
-21,10420,0,0,0,86,1,8,27,0,0
-22,10420,0,0,0,95,2,8,15,0,0
-23,10420,0,0,0,101,6,8,21,0,3
-24,10420,0,0,0,167,6,0,28,0,3
-25,10420,0,0,0,153,6,0,28,0,6
-26,10420,0,0,0,92,4,5,16,0,6
-27,10420,0,0,0,92,0,5,16,0,3
-28,10420,0,0,0,23,4,16,7,0,3
-29,10420,0,0,0,18,5,19,0,0,0
-30,10420,0,0,0,4,5,19,0,0,3
-31,10420,0,0,0,0,4,15,10,0,10
-32,10420,0,0,0,4,0,15,10,0,10
-33,10420,33,0,0,7,0,0,18,0,7
-34,10420,142,0,0,3,4,0,18,0,4
-35,10420,142,0,0,3,4,0,29,0,0
-36,10420,33,0,0,0,4,0,11,0,0
-37,10420,0,0,0,18,0,17,11,0,0
-38,10420,0,0,0,43,0,22,0,0,0
-39,10420,0,0,0,43,0,28,0,0,0
-40,10420,0,0,0,43,0,28,0,0,0
-41,10420,0,0,0,24,0,38,0,0,2
-42,10420,0,0,0,5,0,28,0,0,2
-43,10420,0,0,0,23,0,36,6,0,2
-44,10420,0,0,0,196,4,45,18,0,2
-45,10420,0,0,0,223,4,51,18,0,2
-46,10420,0,0,0,274,4,36,12,0,0
-47,10420,16,0,0,285,4,32,2,0,2
-48,10420,64,0,0,291,0,38,2,0,2
-49,10420,80,0,0,293,0,38,2,0,0
-50,10420,32,0,0,232,1,50,2,0,2
-51,10420,0,0,0,225,1,56,2,0,4
-52,10420,0,0,0,215,0,46,2,0,4
-53,10420,0,0,0,213,0,38,2,0,2
-54,10420,15,0,0,11,0,35,4,0,2
-55,10420,55,0,0,10,0,32,4,0,8
-56,10420,85,0,0,10,0,40,0,0,6
-57,10420,138,0,0,2,0,44,0,0,8
-58,10420,256,0,0,0,0,48,0,0,10
-59,10420,364,0,0,0,0,48,0,0,5
