y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
12,10420,0,22,45,20,0,8,8,0,0
11,10420,0,22,40,30,1,17,8,0,0
10,10420,0,69,46,52,1,13,8,0,0
9,10420,0,71,49,44,0,19,14,0,3
8,10420,0,71,42,41,1,14,14,0,3
7,10420,0,47,63,50,1,10,6,0,3
6,10420,0,24,79,40,0,10,21,0,3
5,10420,0,24,76,21,1,9,21,0,0
4,10420,0,24,78,16,1,9,15,0,0
3,10420,0,24,63,15,1,14,9,0,0
2,10420,0,0,52,12,11,10,9,0,3
1,10420,0,0,33,6,10,5,1,0,3
0,10420,0,0,23,6,10,5,1,0,3
-1,10420,0,0,12,11,10,0,4,0,6
-2,10420,0,0,4,19,7,0,4,0,6
-3,10420,0,0,0,16,3,4,0,0,3
-4,10420,43,0,0,8,3,9,4,0,0
-5,10420,115,0,0,13,2,9,4,0,0
-6,10420,115,0,0,13,8,9,4,0,0
-7,10420,43,0,0,11,7,9,10,0,0
-8,10420,0,0,0,15,13,0,12,0,0
-9,10420,0,0,0,12,7,8,12,0,0
-10,10420,0,0,0,19,6,19,17,0,0
-11,10420,0,0,0,23,0,19,17,0,3
-12,10420,0,0,0,22,2,19,17,0,3
-13,10420,0,0,0,24,2,14,9,0,3
-14,10420,0,0,0,22,2,6,9,0,0
-15,10420,0,0,0,17,2,5,23,0,2
-16,10420,0,0,0,15,4,5,27,0,2
-17,10420,0,0,0,3,5,0,21,0,2
-18,10420,0,0,0,3,5,11,20,0,2
-19,10420,0,0,0,0,5,13,22,0,2
-20,10420,0,0,0,0,1,18,17,0,0
-21,10420,0,0,0,0,6,14,13,0,7
-22,10420,0,0,0,0,6,19,13,0,7
-23,10420,0,0,0,0,6,11,13,0,7
-24,10420,0,0,0,0,6,11,13,0,7
-25,10420,0,0,0,0,6,5,10,0,7
-26,10420,32,0,0,4,4,5,2,0,0
-27,10420,106,0,0,9,4,17,2,0,0
-28,10420,126,0,0,10,17,17,2,0,0
-29,10420,71,0,0,11,17,17,12,0,0
-30,10420,32,0,0,10,9,17,10,0,0
-31,10420,20,0,0,9,0,17,10,0,0
-32,10420,13,0,0,3,1,0,10,0,3
-33,10420,12,0,0,2,8,0,10,0,3
-34,10420,15,0,0,2,8,5,0,0,3
-35,10420,15,0,0,2,4,5,7,0,3
-36,10420,10,0,0,2,5,5,7,0,3
-37,10420,54,0,0,2,2,5,7,0,3
-38,10420,195,0,0,2,2,0,7,0,7
-39,10420,218,0,0,2,2,10,7,0,7
-40,10420,73,0,0,2,0,16,0,0,4
-41,10420,0,0,0,5,0,12,6,0,7
-42,10420,0,0,0,5,1,6,18,0,7
-43,10420,0,0,0,3,3,20,24,0,0
-44,10420,0,0,0,3,2,20,24,0,0
-45,10420,0,0,0,3,3,19,24,0,2
-46,10420,0,0,0,0,11,28,7,0,2
-47,10420,0,0,0,0,9,32,0,0,9
-48,10420,0,0,0,4,7,26,0,0,11
-49,10420,0,0,0,4,2,21,0,0,11
-50,10420,0,0,0,4,1,32,0,0,16
-51,10420,0,0,0,2,2,26,7,0,7
-52,10420,0,0,0,2,2,43,7,0,7
-53,10420,0,0,0,2,1,47,15,0,4
-54,10420,243,0,0,2,0,47,15,0,5
-55,10420,1038,0,0,0,0,39,21,0,6
-56,10420,1835,0,0,0,0,41,14,0,3
-57,10420,2104,0,0,0,0,52,14,0,3
-58,10420,2108,0,0,0,0,47,6,0,0
-59,10420,1984,0,0,0,0,44,13,0,3
