y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,158,9,0,0,0,0,0,0
62,10420,0,178,9,0,5,0,0,0,0
61,10420,0,189,18,2,10,0,0,0,0
60,10420,0,208,21,2,5,0,0,0,0
59,10420,0,211,21,2,4,0,0,0,0
58,10420,0,174,31,2,1,0,0,0,0
57,10420,0,174,28,4,3,0,0,0,0
56,10420,0,224,19,7,4,0,0,0,0
55,10420,0,208,34,7,6,0,0,0,0
54,10420,0,200,68,7,6,0,0,0,0
53,10420,0,272,69,10,3,0,0,0,0
52,10420,0,355,69,5,5,0,0,0,0
51,10420,0,378,65,10,5,0,0,0,0
50,10420,0,243,39,7,5,0,0,0,0
49,10420,0,134,42,18,5,0,0,0,0
48,10420,0,168,41,27,1,0,0,0,0
47,10420,4,168,41,22,0,0,0,0,0
46,10420,12,116,22,22,0,0,0,0,0
45,10420,28,69,5,20,0,0,0,0,0
44,10420,40,69,16,14,0,0,0,0,0
43,10420,36,125,16,0,0,0,0,0,0
42,10420,16,97,48,17,0,0,0,0,0
41,10420,0,97,41,32,0,0,0,0,0
40,10420,0,127,55,40,0,0,0,0,0
39,10420,0,127,32,43,0,0,0,0,0
38,10420,0,118,44,45,5,0,0,0,0
37,10420,0,76,41,49,5,0,0,0,0
36,10420,0,50,41,41,5,0,0,0,0
35,10420,0,49,38,22,5,0,0,0,0
34,10420,0,101,62,17,5,0,0,0,0
33,10420,0,101,62,20,3,0,0,0,0
32,10420,0,131,54,14,5,0,0,0,0
31,10420,0,151,24,14,3,0,0,0,0
30,10420,0,106,29,21,3,0,0,0,0
29,10420,0,44,20,22,3,0,0,0,0
28,10420,0,44,29,19,3,0,0,0,0
27,10420,0,14,67,19,4,0,0,0,0
26,10420,0,14,68,13,8,0,0,0,0
25,10420,0,14,54,18,16,0,0,0,0
24,10420,0,14,45,19,22,0,0,0,0
23,10420,0,14,45,26,17,0,0,0,0
22,10420,0,14,25,17,18,0,0,0,0
21,10420,0,24,47,20,9,0,0,0,0
20,10420,0,50,73,17,6,0,0,0,0
19,10420,20,50,69,27,0,0,0,0,0
18,10420,40,50,50,34,5,0,4,0,0
17,10420,40,50,40,32,5,0,4,0,0
16,10420,20,26,78,40,0,0,0,0,0
15,10420,0,26,74,37,1,0,0,0,0
14,10420,0,46,74,44,2,0,0,0,0
13,10420,0,20,47,53,7,0,5,0,0
