y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
12,10420,0,40,54,74,7,13,5,0,0
11,10420,0,43,76,62,8,13,5,0,0
10,10420,0,85,45,54,5,13,5,0,0
9,10420,0,65,40,42,3,13,13,0,0
8,10420,0,65,46,29,3,13,16,0,0
7,10420,0,45,45,21,8,5,16,0,0
6,10420,0,65,49,27,15,5,16,0,0
5,10420,0,42,36,31,13,13,16,0,0
4,10420,0,42,49,17,13,14,26,0,0
3,10420,0,42,49,17,15,20,26,0,0
2,10420,0,20,63,23,13,32,40,0,0
1,10420,0,0,62,31,12,39,36,0,0
0,10420,0,0,49,24,12,33,36,0,0
-1,10420,0,20,27,20,12,33,26,0,0
-2,10420,0,20,31,17,6,33,18,0,4
-3,10420,0,20,21,8,3,19,8,0,4
-4,10420,0,0,17,0,13,16,10,0,4
-5,10420,0,0,0,0,10,16,10,0,4
-6,10420,0,0,0,2,10,23,10,0,0
-7,10420,0,0,0,2,5,22,10,0,3
-8,10420,0,0,0,4,5,12,6,0,3
-9,10420,0,0,0,9,0,12,6,0,3
-10,10420,0,0,0,12,1,13,6,0,3
-11,10420,0,0,0,15,5,16,0,0,0
-12,10420,0,0,0,5,8,16,6,0,0
-13,10420,0,0,0,16,8,3,6,0,0
-14,10420,0,0,0,29,8,7,18,0,0
-15,10420,0,0,0,21,8,19,25,0,3
-16,10420,5,0,0,17,14,33,28,0,3
-17,10420,11,0,0,27,10,34,34,0,3
-18,10420,13,0,0,27,10,18,26,0,0
-19,10420,7,0,0,22,10,12,26,0,0
-20,10420,0,0,0,18,10,17,22,0,0
-21,10420,0,0,0,8,4,9,13,0,0
-22,10420,0,0,0,4,5,5,14,0,0
-23,10420,0,0,0,790,16,27,10,0,0
-24,10420,15,0,0,790,18,22,16,0,4
-25,10420,78,0,0,789,13,30,21,0,4
-26,10420,176,0,0,792,10,26,14,0,4
-27,10420,407,0,0,792,9,32,14,0,3
-28,10420,664,0,0,784,12,49,6,0,3
-29,10420,773,0,0,785,20,49,11,0,0
-30,10420,772,0,0,785,20,37,11,0,0
-31,10420,623,0,0,3,11,11,4,0,0
-32,10420,416,0,0,0,0,13,4,0,0
-33,10420,277,0,0,0,0,25,7,0,0
-34,10420,241,0,0,2,0,31,7,0,0
-35,10420,262,0,0,2,0,23,7,0,0
-36,10420,283,0,0,2,0,32,17,0,0
-37,10420,313,0,0,2,2,32,17,0,0
-38,10420,332,0,0,3,3,18,14,0,0
-39,10420,275,0,0,9,1,22,14,0,3
-40,10420,149,0,0,9,4,39,14,0,3
-41,10420,50,0,0,6,7,51,4,0,3
-42,10420,10,0,0,0,7,58,8,0,3
-43,10420,0,0,0,0,4,50,8,0,3
-44,10420,0,0,0,0,4,41,16,0,0
-45,10420,0,0,0,0,4,28,15,0,0
-46,10420,0,0,0,0,0,23,15,0,0
-47,10420,3,0,0,0,0,16,8,0,0
-48,10420,6,0,0,0,0,16,8,0,0
-49,10420,9,0,0,0,0,8,4,0,4
-50,10420,9,0,0,0,0,17,4,0,8
-51,10420,3,0,0,0,0,33,8,0,11
-52,10420,0,0,0,0,4,49,8,0,12
-53,10420,0,0,0,2,9,40,4,0,9
-54,10420,290,0,0,2,9,35,0,0,4
-55,10420,1023,0,0,5,9,35,4,0,2
-56,10420,1548,0,0,5,9,27,4,0,2
-57,10420,1707,0,0,0,6,31,4,0,0
-58,10420,1888,0,0,0,5,27,4,0,0
-59,10420,1818,0,0,0,3,32,4,0,0
