y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,65,17,4,4,0,0,0,0
62,10420,0,87,17,4,4,0,0,0,0
61,10420,0,128,38,7,4,0,0,0,0
60,10420,0,106,34,7,4,0,0,0,0
59,10420,0,141,34,6,0,0,0,0,0
58,10420,0,229,34,6,0,0,0,0,0
57,10420,0,188,39,3,0,0,0,0,0
56,10420,0,184,39,3,1,0,0,0,0
55,10420,0,157,34,0,3,0,0,0,0
54,10420,0,181,58,0,2,0,0,0,0
53,10420,0,175,37,9,0,0,0,0,0
52,10420,0,199,24,9,0,0,0,0,0
51,10420,0,280,19,9,0,0,0,0,0
50,10420,0,306,19,8,1,0,0,0,0
49,10420,0,307,5,11,2,0,0,0,0
48,10420,0,327,5,3,5,0,0,0,0
47,10420,0,309,5,8,4,0,0,0,0
46,10420,0,329,67,7,0,0,0,0,0
45,10420,0,294,68,7,0,0,0,0,0
44,10420,0,265,44,10,1,0,0,0,0
43,10420,0,207,44,10,1,0,0,0,0
42,10420,0,227,38,10,0,0,0,0,0
41,10420,0,180,63,12,0,0,0,0,0
40,10420,0,135,63,12,0,0,0,0,0
39,10420,0,94,81,15,0,0,0,0,0
38,10420,0,107,81,15,2,0,0,0,0
37,10420,0,96,54,16,2,0,0,0,0
36,10420,0,114,50,8,2,0,0,0,0
35,10420,0,134,62,26,2,0,0,0,0
34,10420,0,110,71,37,2,0,0,0,0
33,10420,0,110,72,45,2,0,0,0,0
32,10420,0,86,71,52,2,0,0,0,0
31,10420,0,86,59,44,2,0,0,0,0
30,10420,9,42,29,26,0,0,0,0,0
29,10420,9,22,43,15,0,0,0,0,0
28,10420,0,0,45,24,1,0,0,0,0
27,10420,0,13,45,11,3,0,0,0,0
26,10420,0,13,46,15,7,0,0,0,0
25,10420,0,39,41,6,5,0,0,0,0
24,10420,0,61,33,7,6,0,0,0,0
23,10420,0,61,41,11,7,0,0,0,0
22,10420,0,48,37,7,6,0,15,0,0
21,10420,0,45,30,7,2,0,15,0,0
20,10420,0,45,19,10,2,0,25,0,0
19,10420,0,66,37,22,3,0,25,0,0
18,10420,0,44,37,16,3,0,16,0,0
17,10420,0,69,24,22,0,0,12,0,0
16,10420,0,69,34,28,0,0,12,0,0
15,10420,0,46,34,21,6,5,12,0,0
14,10420,0,46,16,26,6,5,16,0,0
13,10420,0,68,16,37,12,5,21,0,0
12,10420,0,43,29,27,12,5,13,0,0
11,10420,0,43,31,30,12,16,5,0,0
10,10420,0,91,41,36,6,23,7,0,0
9,10420,0,93,57,23,1,27,7,0,0
8,10420,0,76,57,18,1,32,2,0,0
7,10420,0,50,43,18,1,33,2,0,0
6,10420,0,48,40,33,5,27,10,0,2
5,10420,0,22,40,40,7,22,16,0,2
4,10420,0,0,36,55,7,4,14,0,2
3,10420,0,0,26,57,9,10,6,0,0
2,10420,0,0,20,49,11,10,6,0,0
1,10420,0,0,21,38,11,10,6,0,0
0,10420,0,0,24,5,4,6,8,0,0
-1,10420,0,0,18,5,5,6,16,0,0
-2,10420,0,0,8,10,8,4,16,0,0
-3,10420,12,0,0,18,14,4,26,0,0
-4,10420,31,0,0,34,17,4,26,0,2
-5,10420,50,0,0,34,22,15,26,0,2
-6,10420,50,0,0,32,14,21,28,0,2
-7,10420,32,0,0,8,14,21,41,0,2
-8,10420,26,0,0,4,16,14,41,0,1
-9,10420,26,0,0,4,22,10,52,0,1
-10,10420,26,0,0,7,35,26,28,0,3
-11,10420,26,0,0,11,29,38,28,0,5
-12,10420,32,0,0,7,23,28,0,0,5
-13,10420,38,0,0,6,13,33,0,0,5
-14,10420,43,0,0,9,18,21,12,0,5
-15,10420,30,0,0,5,19,0,12,0,10
-16,10420,6,0,0,2,13,6,22,0,10
-17,10420,0,0,0,8,26,6,35,0,10
-18,10420,0,0,0,11,18,10,35,0,10
-19,10420,0,0,0,11,14,10,40,0,11
-20,10420,0,0,0,31,9,12,40,0,5
-21,10420,0,0,0,31,16,11,50,0,4
-22,10420,0,0,0,19,7,15,35,0,8
-23,10420,0,0,0,20,11,20,35,0,8
-24,10420,0,0,0,20,11,24,26,0,4
-25,10420,0,0,0,33,6,14,16,0,4
-26,10420,0,0,0,39,0,23,11,0,0
-27,10420,13,0,0,37,1,23,11,0,0
-28,10420,59,0,0,39,1,36,11,0,0
-29,10420,122,0,0,14,0,31,5,0,3
-30,10420,161,0,0,13,3,31,9,0,3
-31,10420,161,0,0,4,3,15,9,0,3
-32,10420,130,0,0,0,4,0,5,0,3
-33,10420,67,0,0,1,4,0,10,0,3
-34,10420,13,0,0,5,4,4,5,0,0
-35,10420,36,0,0,4,4,4,5,0,2
-36,10420,81,0,0,4,5,4,5,0,2
-37,10420,99,0,0,1,8,4,0,0,2
-38,10420,108,0,0,10,3,8,7,0,2
-39,10420,90,0,0,10,0,4,7,0,2
-40,10420,45,0,0,10,0,4,7,0,0
-41,10420,9,0,0,7,0,10,7,0,4
-42,10420,0,0,0,3,0,14,18,0,4
-43,10420,0,0,0,3,0,25,11,0,4
-44,10420,0,0,0,3,1,25,19,0,2
-45,10420,0,0,0,5,1,57,19,0,0
-46,10420,0,0,0,5,0,51,14,0,0
-47,10420,0,0,0,0,0,46,13,0,2
-48,10420,0,0,0,0,0,30,18,0,6
-49,10420,0,0,0,0,2,19,10,0,6
-50,10420,0,0,0,0,5,17,10,0,4
-51,10420,0,0,0,3,7,25,5,0,6
-52,10420,0,0,0,3,5,32,5,0,6
-53,10420,0,0,0,5,3,20,0,0,12
-54,10420,318,0,0,8,5,35,0,0,14
-55,10420,1290,0,0,11,6,40,0,0,15
-56,10420,2166,0,0,6,5,75,0,0,15
-57,10420,2394,0,0,6,5,68,0,0,9
-58,10420,2456,0,0,6,4,96,0,0,8
-59,10420,2478,0,0,15,8,82,0,0,8
