y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,131,0,4,1,0,0,0,0
62,10420,0,173,0,7,0,0,0,0,0
61,10420,0,158,23,3,2,0,0,0,0
60,10420,0,157,36,3,5,0,0,0,0
59,10420,0,228,36,3,3,0,0,0,0
58,10420,0,212,37,3,3,0,0,0,0
57,10420,0,228,28,0,3,0,0,0,0
56,10420,0,206,20,3,3,0,0,0,0
55,10420,0,138,4,3,0,0,0,0,0
54,10420,0,181,4,0,0,0,0,0,0
53,10420,0,61,4,0,0,0,0,0,0
52,10420,0,61,0,0,0,0,0,0,0
51,10420,0,37,0,2,0,0,0,0,0
50,10420,0,58,0,2,0,0,0,0,0
49,10420,0,79,0,2,0,0,0,0,0
48,10420,0,91,10,2,0,0,0,0,0
47,10420,0,129,10,0,0,0,0,0,0
46,10420,0,129,10,9,0,0,0,0,0
45,10420,0,182,0,12,0,0,0,0,0
44,10420,0,176,0,12,0,0,0,0,0
43,10420,0,167,14,12,0,0,0,0,0
42,10420,0,130,14,0,0,0,0,0,0
41,10420,0,132,25,14,1,0,0,0,0
40,10420,0,133,30,17,1,0,0,0,0
39,10420,0,134,38,19,0,0,0,0,0
38,10420,0,140,60,19,4,0,0,0,0
37,10420,0,172,74,28,4,0,0,0,0
36,10420,0,172,71,31,4,0,0,0,0
35,10420,0,146,65,37,8,0,0,0,0
34,10420,0,162,75,35,8,0,0,0,0
33,10420,0,115,52,27,8,0,0,0,0
32,10420,0,103,37,25,4,0,0,0,0
31,10420,0,149,46,15,0,0,0,0,0
30,10420,0,149,54,16,3,0,0,0,0
29,10420,0,148,53,31,11,0,0,0,0
28,10420,0,46,37,50,8,0,0,0,0
27,10420,0,46,55,55,6,0,4,0,0
26,10420,0,26,55,52,6,0,4,0,0
25,10420,0,0,66,46,6,0,12,0,0
24,10420,0,0,41,29,0,0,12,0,0
23,10420,0,0,31,24,0,0,12,0,0
22,10420,0,0,24,24,8,0,12,0,0
21,10420,0,12,30,11,17,0,8,0,0
20,10420,0,12,45,31,18,0,7,0,0
19,10420,0,12,45,42,15,0,7,0,0
18,10420,0,34,55,37,13,0,7,0,0
17,10420,0,58,38,53,13,0,7,0,0
16,10420,0,46,41,25,7,0,0,0,0
15,10420,0,57,40,21,7,0,0,0,0
14,10420,0,63,51,18,9,11,5,0,0
13,10420,0,41,51,20,6,37,5,0,0
12,10420,0,26,67,14,3,37,7,0,0
11,10420,0,24,57,35,2,43,7,0,1
10,10420,0,47,37,35,2,28,16,0,1
9,10420,33,47,46,32,2,31,16,0,1
8,10420,81,3,53,26,0,25,9,0,1
7,10420,97,3,51,32,4,25,25,0,1
6,10420,142,3,53,22,4,23,25,0,0
5,10420,93,16,47,20,5,23,25,0,0
