y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,40,0,1,0,0,0,0,0
62,10420,0,127,0,0,0,0,0,0,0
61,10420,0,157,30,0,0,0,0,0,0
60,10420,0,135,38,0,2,0,0,0,0
59,10420,0,111,55,0,2,0,0,0,0
58,10420,0,123,96,2,2,0,0,0,0
57,10420,0,130,109,2,2,0,0,0,0
56,10420,0,96,79,5,2,0,0,0,0
55,10420,0,205,89,5,2,0,0,0,0
54,10420,0,187,83,9,2,0,0,0,0
53,10420,0,185,48,12,2,0,0,0,0
52,10420,0,145,56,15,2,0,0,0,0
51,10420,0,141,28,9,2,0,0,0,0
50,10420,0,77,28,5,2,0,0,0,0
49,10420,0,77,0,5,0,0,0,0,0
48,10420,0,75,8,17,1,0,0,0,0
47,10420,0,52,18,12,1,0,0,0,0
46,10420,0,44,18,6,1,0,0,0,0
45,10420,0,60,41,10,2,0,0,0,0
44,10420,0,106,41,9,6,0,0,0,0
43,10420,0,140,51,15,5,0,0,0,0
42,10420,0,124,40,16,4,0,0,0,0
41,10420,0,115,51,24,9,0,0,0,0
40,10420,0,115,33,29,8,0,0,0,0
39,10420,0,75,32,23,8,0,0,0,0
38,10420,0,19,15,22,7,0,0,0,0
37,10420,0,19,19,18,2,0,0,0,0
36,10420,0,36,24,0,0,0,0,0,0
35,10420,0,69,28,11,2,0,0,0,0
34,10420,0,88,37,21,3,0,0,0,0
33,10420,0,64,26,24,3,0,0,0,0
32,10420,0,44,46,24,2,0,0,0,0
31,10420,0,63,42,26,1,0,0,0,0
30,10420,0,63,56,33,6,0,0,0,0
29,10420,0,85,41,30,6,0,0,0,0
28,10420,0,47,28,13,6,0,0,0,0
27,10420,0,42,60,44,9,0,0,0,0
26,10420,0,112,67,52,8,0,0,0,0
25,10420,0,135,52,58,5,0,0,0,0
24,10420,0,188,82,51,7,0,0,0,0
23,10420,0,166,72,67,8,0,0,0,0
22,10420,0,213,46,73,16,0,0,0,0
21,10420,0,220,46,78,16,0,0,0,0
20,10420,0,215,41,53,8,0,0,0,0
19,10420,0,181,16,46,0,0,4,0,0
18,10420,0,159,26,24,2,0,4,0,0
17,10420,0,47,35,36,2,0,0,0,0
16,10420,0,47,77,37,6,0,10,0,0
15,10420,0,20,89,33,6,0,10,0,0
14,10420,0,0,82,41,6,10,10,0,0
13,10420,0,0,65,38,5,14,10,0,0
12,10420,0,0,75,31,6,18,10,0,0
11,10420,0,0,52,44,11,10,10,0,0
10,10420,0,22,39,50,11,25,4,0,3
9,10420,0,53,31,46,18,19,4,0,3
8,10420,0,53,35,42,7,20,4,0,3
7,10420,0,81,37,29,6,22,4,0,3
6,10420,0,81,45,35,2,22,4,0,3
5,10420,0,59,39,20,2,13,0,0,0
4,10420,0,82,47,17,6,13,0,0,0
3,10420,0,51,39,2,4,15,6,0,0
2,10420,0,51,47,2,9,15,12,0,0
1,10420,0,28,35,3,7,15,16,0,0
0,10420,0,0,26,3,7,15,30,0,0
-1,10420,0,0,22,5,5,19,30,0,0
-2,10420,0,0,22,8,5,4,24,0,0
-3,10420,0,0,5,22,5,1,6,0,0
-4,10420,0,0,0,38,6,3,9,0,0
-5,10420,0,0,0,42,6,9,11,0,5
-6,10420,0,0,0,43,6,9,18,0,5
-7,10420,0,0,0,36,11,24,23,0,7
-8,10420,0,0,0,11,5,22,10,0,2
-9,10420,0,0,0,0,5,22,10,0,0
-10,10420,0,0,0,2,13,6,16,0,3
-11,10420,0,0,0,2,10,6,22,0,5
-12,10420,0,0,0,2,10,8,22,0,5
-13,10420,0,0,0,2,2,8,22,0,5
-14,10420,0,0,0,0,4,8,14,0,3
-15,10420,0,0,0,9,2,8,8,0,3
-16,10420,0,0,0,11,2,8,26,0,6
-17,10420,0,0,0,11,7,7,34,0,8
-18,10420,0,0,0,10,6,13,44,0,5
-19,10420,0,0,0,10,7,13,23,0,9
-20,10420,0,0,0,16,13,7,15,0,6
-21,10420,0,0,0,16,10,7,20,0,4
-22,10420,0,0,0,16,14,7,20,0,1
-23,10420,0,0,0,2,6,8,20,0,0
-24,10420,0,0,0,0,5,14,20,0,0
-25,10420,0,0,0,0,4,14,30,0,0
-26,10420,0,0,0,0,5,14,30,0,2
-27,10420,0,0,0,0,5,8,38,0,4
-28,10420,0,0,0,0,1,4,8,0,4
-29,10420,0,0,0,10,1,4,14,0,0
-30,10420,0,0,0,22,3,4,12,0,0
-31,10420,0,0,0,14,6,4,12,0,0
-32,10420,0,0,0,8,9,0,6,0,3
-33,10420,8,0,0,6,9,8,14,0,3
-34,10420,8,0,0,2,2,13,8,0,0
-35,10420,0,0,0,0,2,23,8,0,0
-36,10420,0,0,0,0,2,23,8,0,0
-37,10420,0,0,0,0,2,22,8,0,0
-38,10420,0,0,0,4,2,7,5,0,0
-39,10420,0,0,0,6,5,7,5,0,3
-40,10420,0,0,0,10,3,5,6,0,3
-41,10420,0,0,0,10,0,5,6,0,3
-42,10420,0,0,0,13,0,5,6,0,3
-43,10420,0,0,0,13,0,25,6,0,8
-44,10420,0,0,0,7,1,25,0,0,5
-45,10420,0,0,0,11,1,25,6,0,9
-46,10420,0,0,0,6,1,25,6,0,9
-47,10420,0,0,0,6,4,26,11,0,9
-48,10420,0,0,0,4,3,30,11,0,4
-49,10420,0,0,0,7,3,53,11,0,0
-50,10420,0,0,0,5,3,42,13,0,1
-51,10420,0,0,0,4,0,44,13,0,1
-52,10420,0,0,0,5,5,44,8,0,1
-53,10420,0,0,0,5,9,47,0,0,1
-54,10420,119,0,0,3,11,29,0,0,1
-55,10420,457,0,0,5,3,27,0,0,1
-56,10420,594,0,0,2,2,44,0,0,4
-57,10420,448,0,0,2,2,42,0,0,5
-58,10420,379,0,0,7,0,42,0,0,11
-59,10420,334,0,0,5,0,34,0,0,14
