y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,164,12,3,2,0,0,0,0
62,10420,0,150,23,3,4,0,0,0,0
61,10420,0,146,42,1,6,0,0,1,0
60,10420,0,97,59,1,9,0,0,1,0
59,10420,0,107,59,1,9,0,0,0,0
58,10420,0,79,68,1,9,0,0,0,0
57,10420,0,174,57,4,8,0,0,0,0
56,10420,0,175,46,4,8,0,0,0,0
55,10420,0,208,44,4,7,0,0,0,0
54,10420,0,207,57,4,3,0,0,0,0
53,10420,0,310,53,4,4,0,0,0,0
52,10420,0,375,65,7,3,0,0,0,0
51,10420,0,429,65,3,3,0,0,0,0
50,10420,0,271,44,5,3,0,0,0,0
49,10420,0,201,36,2,1,0,0,0,0
48,10420,0,178,51,2,1,0,0,0,0
47,10420,0,164,49,7,0,0,0,0,0
46,10420,0,117,41,10,0,0,0,0,0
45,10420,0,51,36,3,0,0,0,0,0
44,10420,0,57,45,3,1,0,0,0,0
43,10420,0,57,48,8,1,0,0,0,0
42,10420,0,57,49,17,1,0,0,0,0
41,10420,129,37,61,14,2,0,0,0,0
40,10420,436,64,34,20,1,0,0,0,0
39,10420,534,40,32,22,1,0,0,0,0
38,10420,276,79,59,24,3,0,0,0,0
37,10420,49,99,89,27,5,0,0,0,0
36,10420,0,196,73,23,5,0,0,0,0
35,10420,0,178,62,12,3,0,0,0,0
34,10420,0,218,52,17,3,0,0,0,0
33,10420,0,218,25,28,3,0,0,0,0
32,10420,0,176,24,32,3,0,0,0,0
31,10420,0,65,26,38,3,0,0,0,0
30,10420,0,65,26,27,3,0,0,0,0
29,10420,0,67,26,22,0,0,5,0,0
28,10420,0,43,26,14,0,0,5,0,0
27,10420,0,63,29,32,3,0,5,0,0
26,10420,0,85,38,36,4,0,5,0,0
25,10420,0,85,38,36,1,0,0,0,0
24,10420,0,104,30,8,0,0,0,0,0
23,10420,0,105,10,11,0,0,0,0,0
22,10420,0,115,22,8,0,0,0,0,0
21,10420,0,74,29,3,0,0,0,0,0
20,10420,0,115,17,16,0,0,0,0,0
19,10420,0,115,17,16,0,0,4,0,0
18,10420,0,112,8,29,0,0,4,0,0
17,10420,0,82,8,25,0,0,4,0,0
16,10420,0,65,0,26,0,0,0,0,0
15,10420,0,68,8,20,13,0,8,0,0
14,10420,0,68,34,25,15,0,8,0,0
13,10420,0,70,41,25,10,0,8,0,0
12,10420,0,71,35,21,10,0,9,0,0
11,10420,0,98,35,27,10,0,9,0,0
10,10420,0,143,69,37,5,7,18,0,0
9,10420,0,143,44,29,5,11,9,0,0
8,10420,0,67,54,24,4,17,9,0,2
7,10420,0,0,53,13,19,17,9,0,2
6,10420,0,0,53,17,17,17,21,0,2
5,10420,0,0,67,30,15,4,21,0,0
4,10420,0,0,75,39,14,0,12,0,0
3,10420,0,0,115,70,24,6,20,0,0
2,10420,0,0,105,60,30,6,20,0,0
1,10420,0,0,114,53,32,6,8,0,0
0,10420,0,0,74,30,27,6,16,0,4
-1,10420,0,0,67,43,27,11,16,0,4
-2,10420,0,0,38,33,6,11,8,0,4
-3,10420,0,0,8,20,6,5,17,0,4
-4,10420,0,0,8,20,19,13,26,0,4
-5,10420,0,0,0,20,20,8,26,0,4
-6,10420,0,0,0,8,21,8,34,0,0
-7,10420,0,0,0,13,22,8,48,0,0
-8,10420,0,0,0,13,18,8,31,0,0
-9,10420,0,0,0,8,13,6,18,0,0
-10,10420,0,0,0,8,15,12,4,0,1
-11,10420,0,0,0,6,13,12,8,0,1
-12,10420,0,0,0,11,13,12,8,0,1
-13,10420,0,0,0,11,0,25,13,0,1
-14,10420,0,0,0,14,1,25,13,0,1
-15,10420,0,0,0,8,8,17,13,0,2
-16,10420,20,0,0,4,7,14,5,0,2
-17,10420,40,0,0,4,5,14,18,0,2
-18,10420,40,0,0,5,11,6,26,0,2
-19,10420,50,0,0,2,11,14,26,0,0
-20,10420,30,0,0,2,7,14,22,0,0
-21,10420,32,0,0,0,0,14,22,0,0
-22,10420,112,0,0,0,0,14,8,0,0
-23,10420,184,0,0,6,3,24,0,0,0
-24,10420,200,0,0,6,3,16,0,0,0
-25,10420,233,0,0,6,3,16,0,0,0
-26,10420,715,0,0,4,3,4,0,0,0
-27,10420,1735,0,0,0,7,6,15,0,2
-28,10420,2562,0,0,0,6,6,23,0,2
-29,10420,2538,0,0,3,6,12,37,0,5
-30,10420,1890,0,0,3,6,12,32,0,5
-31,10420,1089,0,0,3,4,12,14,0,4
-32,10420,489,0,0,3,5,6,14,0,6
-33,10420,372,0,0,3,5,12,9,0,6
-34,10420,526,0,0,0,5,6,0,0,4
-35,10420,621,0,0,3,5,6,0,0,3
-36,10420,552,0,0,5,5,23,8,0,3
-37,10420,339,0,0,5,0,28,26,0,3
-38,10420,130,0,0,2,0,22,26,0,3
-39,10420,98,0,0,2,4,14,32,0,3
-40,10420,115,0,0,2,4,14,34,0,0
-41,10420,85,0,0,0,4,14,32,0,0
-42,10420,54,0,0,0,4,14,30,0,0
-43,10420,23,0,0,0,0,5,28,0,2
-44,10420,7,0,0,4,0,9,30,0,2
-45,10420,5,0,0,4,0,9,17,0,2
-46,10420,3,0,0,3,0,9,8,0,2
-47,10420,1,0,0,3,2,37,0,0,5
-48,10420,0,0,0,2,2,28,0,0,5
-49,10420,0,0,0,2,1,24,0,0,5
-50,10420,0,0,0,3,10,30,0,0,2
-51,10420,0,0,0,3,9,24,0,0,0
-52,10420,0,0,0,6,13,35,6,0,0
-53,10420,0,0,0,6,9,45,6,0,0
-54,10420,111,0,0,3,16,39,6,0,0
-55,10420,353,0,0,0,17,43,14,0,0
-56,10420,534,0,0,2,16,46,14,0,0
-57,10420,391,0,0,2,12,57,14,0,0
-58,10420,150,0,0,2,10,51,6,0,0
-59,10420,73,0,0,2,5,52,6,0,0
