y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,230,0,0,0,0,0,0,0
62,10420,0,148,0,0,0,0,0,0,0
61,10420,0,86,9,0,0,0,0,0,0
60,10420,0,62,9,0,0,0,0,0,0
59,10420,0,62,9,0,0,0,0,0,0
58,10420,0,31,17,2,1,0,0,0,0
57,10420,0,31,21,2,1,0,0,0,0
56,10420,0,70,17,3,1,0,0,0,0
55,10420,0,142,25,3,3,0,0,0,0
54,10420,0,106,34,1,2,0,0,0,0
53,10420,0,141,37,13,2,0,0,0,0
52,10420,0,156,16,16,0,0,0,0,0
51,10420,0,157,20,16,0,0,0,0,0
50,10420,0,131,15,8,0,0,0,0,0
49,10420,0,107,11,10,0,0,0,0,0
48,10420,0,156,14,11,0,0,0,0,0
47,10420,0,184,32,12,1,0,0,0,0
46,10420,0,164,41,18,4,0,0,0,0
45,10420,0,186,41,16,7,0,0,0,0
44,10420,0,186,33,10,3,0,0,0,0
43,10420,0,236,46,20,0,0,0,0,0
42,10420,0,187,54,14,3,0,0,0,0
41,10420,0,196,35,21,3,0,0,0,0
40,10420,0,220,18,13,5,0,0,0,0
39,10420,0,172,18,9,8,0,0,0,0
38,10420,0,126,18,9,10,0,0,0,0
37,10420,0,77,12,9,7,0,0,0,0
36,10420,0,22,14,4,3,0,0,0,0
35,10420,0,29,14,4,1,0,0,0,0
34,10420,0,29,52,22,3,0,0,0,0
33,10420,0,53,87,27,2,0,0,0,0
32,10420,0,108,88,33,3,0,0,0,0
31,10420,0,110,82,20,1,0,0,0,0
30,10420,0,117,80,28,5,0,6,0,0
29,10420,0,79,76,28,5,0,6,0,0
28,10420,0,79,36,30,13,0,6,0,0
27,10420,0,51,19,42,12,0,6,0,0
26,10420,0,32,46,57,8,0,6,0,0
25,10420,0,68,50,63,14,0,0,0,0
24,10420,0,68,59,85,14,0,0,0,0
23,10420,0,68,59,76,6,0,6,0,0
22,10420,0,45,51,59,7,0,6,0,0
21,10420,0,45,69,79,7,0,6,0,0
20,10420,0,33,57,53,0,0,6,0,0
19,10420,0,83,80,45,0,0,6,0,0
18,10420,0,74,78,39,0,0,0,0,0
17,10420,0,93,269,45,11,0,6,0,0
16,10420,0,93,267,45,11,0,6,0,0
15,10420,0,69,265,50,11,0,6,0,0
14,10420,0,45,264,50,16,0,6,0,0
13,10420,0,76,228,54,17,0,6,0,0
12,10420,0,50,225,69,8,6,6,0,0
11,10420,0,50,193,65,12,8,6,0,0
10,10420,0,73,193,50,12,8,6,0,0
9,10420,0,97,199,63,12,10,13,0,0
8,10420,0,122,204,48,14,16,13,0,0
7,10420,0,99,194,25,10,16,13,0,0
6,10420,0,91,195,30,13,22,6,0,0
5,10420,0,91,184,22,12,16,6,0,0
4,10420,0,117,174,28,13,2,6,0,0
3,10420,0,68,167,15,21,2,6,0,0
2,10420,0,45,184,15,20,2,6,0,0
1,10420,0,19,206,16,23,10,6,0,2
0,10420,0,19,214,9,21,14,6,0,2
-1,10420,0,19,206,22,26,4,6,0,2
-2,10420,0,19,191,22,22,0,10,0,0
-3,10420,0,19,175,35,28,0,10,0,0
-4,10420,0,19,161,38,22,0,10,0,0
-5,10420,0,19,161,38,26,6,17,0,0
-6,10420,0,0,0,25,15,10,23,0,0
-7,10420,0,0,0,30,24,10,24,0,0
-8,10420,0,0,0,27,12,28,19,0,2
-9,10420,0,0,0,26,23,28,19,0,2
-10,10420,0,0,0,18,19,21,19,0,0
-11,10420,0,0,0,16,14,17,19,0,0
-12,10420,0,0,0,39,2,12,11,0,0
-13,10420,0,0,0,75,2,2,7,0,0
-14,10420,0,0,0,79,13,7,9,0,0
-15,10420,0,0,0,72,13,7,9,0,0
