y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-36,10420,1167,0,0,0,4,4,5,0,2
-37,10420,1076,0,0,0,4,8,5,0,2
-38,10420,781,0,0,0,0,12,0,0,0
-39,10420,377,0,0,2,1,20,0,0,0
-40,10420,91,0,0,2,3,26,0,0,0
-41,10420,3,0,0,2,7,18,0,0,0
-42,10420,0,0,0,3,7,14,0,0,0
-43,10420,0,0,0,3,6,14,0,0,0
-44,10420,0,0,0,3,4,23,0,0,0
-45,10420,0,0,0,3,8,28,8,0,7
-46,10420,0,0,0,0,8,47,8,0,7
-47,10420,0,0,0,3,4,39,8,0,10
-48,10420,0,0,0,3,4,46,0,0,10
-49,10420,0,0,0,3,4,35,0,0,4
-50,10420,0,0,0,6,0,44,0,0,3
-51,10420,0,0,0,3,2,61,0,0,3
-52,10420,0,0,0,3,3,75,0,0,3
-53,10420,0,0,0,6,1,61,0,0,4
-54,10420,287,0,0,7,1,43,0,0,3
-55,10420,915,0,0,1,1,26,5,0,7
-56,10420,1654,0,0,5,3,12,5,0,9
-57,10420,2170,0,0,5,7,18,5,0,9
-58,10420,2268,0,0,0,5,18,5,0,9
-59,10420,2080,0,0,0,5,21,5,0,2
