y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-16,10420,21,0,0,17,12,0,23,0,0
-17,10420,0,0,0,8,13,0,20,0,0
-18,10420,0,0,0,11,11,4,12,0,0
-19,10420,0,0,0,3,16,4,12,0,0
-20,10420,0,0,0,3,16,4,4,0,0
-21,10420,0,0,0,0,7,0,0,0,0
-22,10420,13,0,0,0,3,0,0,0,0
-23,10420,67,0,0,0,0,4,0,0,0
-24,10420,119,0,0,2,0,8,0,0,0
-25,10420,143,0,0,2,0,8,0,0,3
-26,10420,117,0,0,2,1,12,0,0,3
-27,10420,65,0,0,4,9,12,5,0,3
-28,10420,75,0,0,7,9,17,12,0,6
-29,10420,97,0,0,3,5,25,12,0,6
-30,10420,48,0,0,3,0,21,12,0,3
-31,10420,0,0,0,3,0,19,7,0,3
-32,10420,0,0,0,6,0,16,15,0,3
-33,10420,0,0,0,3,1,19,8,0,3
-34,10420,0,0,0,5,1,14,8,0,5
-35,10420,0,0,0,7,1,20,8,0,5
-36,10420,0,0,0,3,4,14,18,0,3
-37,10420,0,0,0,7,4,13,10,0,5
-38,10420,0,0,0,6,0,9,10,0,6
-39,10420,0,0,0,3,0,21,10,0,6
-40,10420,0,0,0,11,0,29,18,0,6
-41,10420,0,0,0,11,1,29,8,0,0
-42,10420,0,0,0,11,1,17,17,0,0
-43,10420,0,0,0,11,2,16,17,0,5
-44,10420,0,0,0,0,6,23,22,0,7
-45,10420,0,0,0,0,4,15,5,0,2
-46,10420,0,0,0,6,4,25,5,0,2
-47,10420,0,0,0,9,4,14,5,0,2
-48,10420,0,0,0,3,5,15,5,0,3
-49,10420,0,0,0,3,1,14,0,0,3
-50,10420,0,0,0,3,3,15,6,0,0
-51,10420,0,0,0,3,3,20,10,0,0
-52,10420,0,0,0,3,0,43,10,0,0
-53,10420,0,0,0,3,0,58,18,0,5
-54,10420,2,0,0,3,0,76,23,0,12
-55,10420,6,0,0,3,0,83,17,0,12
-56,10420,12,0,0,0,0,51,12,0,6
-57,10420,34,0,0,0,1,38,12,0,6
-58,10420,116,0,0,0,1,26,7,0,0
-59,10420,273,0,0,3,0,45,12,0,0
