y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,254,0,0,0,0,0,0,0
62,10420,0,241,10,0,0,0,0,0,0
61,10420,0,195,25,0,0,0,0,0,0
60,10420,0,199,36,0,1,0,0,0,0
59,10420,0,203,44,2,1,0,0,0,0
58,10420,0,158,52,2,1,0,0,0,0
57,10420,0,105,52,2,6,0,0,0,0
56,10420,0,125,55,4,6,0,0,0,0
55,10420,0,80,46,4,11,0,0,0,0
54,10420,0,153,62,6,12,0,0,0,0
53,10420,0,176,54,12,12,0,0,0,0
52,10420,0,129,25,13,11,0,0,0,0
51,10420,0,109,14,22,5,0,0,0,0
50,10420,0,151,9,23,2,0,0,0,0
49,10420,0,154,34,26,1,0,0,0,0
48,10420,0,130,34,20,1,0,0,0,0
47,10420,0,108,54,14,0,0,0,0,0
46,10420,0,157,46,16,0,0,0,0,0
45,10420,0,139,52,10,10,0,0,0,0
44,10420,0,157,42,10,10,0,0,0,0
43,10420,0,229,42,0,9,0,0,0,0
42,10420,0,163,23,0,9,0,0,0,0
41,10420,0,188,14,14,9,0,0,0,0
40,10420,0,141,9,22,0,0,0,0,0
39,10420,0,130,9,26,0,0,0,0,0
38,10420,0,30,27,30,0,0,0,0,0
37,10420,0,47,36,27,0,0,0,0,0
36,10420,0,21,35,29,1,0,0,0,0
35,10420,0,39,42,15,8,0,0,0,0
34,10420,0,80,44,18,8,0,0,0,0
33,10420,0,100,36,23,8,0,0,0,0
32,10420,0,41,20,32,1,0,0,0,0
31,10420,0,83,11,40,0,0,0,0,0
30,10420,0,63,17,39,0,0,0,0,0
29,10420,0,106,14,44,0,0,0,0,0
28,10420,0,170,20,25,9,0,0,0,0
27,10420,0,149,23,13,9,0,0,0,0
26,10420,0,131,38,3,9,0,8,0,0
25,10420,0,104,38,0,9,0,8,0,0
24,10420,0,104,33,12,8,0,8,0,0
23,10420,0,100,43,16,0,0,0,0,0
22,10420,0,100,25,18,0,0,0,0,0
21,10420,0,124,25,21,0,0,0,0,0
20,10420,0,44,27,17,0,0,0,0,0
19,10420,0,67,50,16,3,0,0,0,0
18,10420,0,67,50,34,4,0,0,0,0
17,10420,0,67,46,42,4,0,0,0,0
16,10420,0,22,56,45,6,0,0,0,0
15,10420,0,22,65,43,9,0,10,0,0
14,10420,0,41,49,43,9,0,10,0,0
13,10420,0,61,46,35,11,0,10,0,0
12,10420,0,72,42,52,9,0,10,0,0
11,10420,0,77,42,71,8,2,12,0,0
10,10420,0,90,47,48,16,8,21,0,3
9,10420,0,65,50,31,18,8,33,0,3
8,10420,0,45,43,28,18,14,27,0,3
7,10420,0,24,43,25,16,12,27,0,3
6,10420,0,24,70,24,16,12,31,0,5
5,10420,0,0,67,19,4,18,16,0,5
4,10420,0,0,78,22,0,18,10,0,5
3,10420,0,0,73,19,0,12,23,0,5
2,10420,0,0,85,27,9,6,28,0,0
1,10420,0,0,43,23,10,10,18,0,0
0,10420,0,0,18,17,14,17,14,0,0
-1,10420,0,0,25,27,14,23,14,0,0
-2,10420,0,0,25,28,22,18,2,0,0
-3,10420,0,0,9,41,13,6,2,0,0
-4,10420,0,0,9,46,21,4,8,0,4
-5,10420,0,0,9,38,12,4,8,0,4
-6,10420,0,0,0,20,10,9,8,0,4
-7,10420,0,0,0,11,7,9,12,0,5
-8,10420,0,0,0,11,7,17,12,0,5
-9,10420,0,0,0,11,7,13,22,0,0
-10,10420,0,0,0,14,1,8,14,0,0
-11,10420,0,0,0,28,3,6,14,0,0
-12,10420,0,0,0,22,12,6,15,0,0
-13,10420,0,0,0,19,17,6,15,0,0
-14,10420,0,0,0,20,16,4,7,0,0
-15,10420,0,0,0,10,13,4,7,0,0
-16,10420,0,0,0,10,12,4,11,0,3
-17,10420,0,0,0,9,10,4,11,0,3
-18,10420,0,0,0,18,7,9,4,0,3
-19,10420,0,0,0,18,5,9,6,0,3
-20,10420,0,0,0,18,1,9,19,0,0
-21,10420,0,0,0,8,1,17,23,0,2
-22,10420,0,0,0,11,0,21,23,0,2
-23,10420,1,0,0,5,0,21,19,0,0
-24,10420,3,0,0,5,0,4,20,0,3
-25,10420,4,0,0,8,0,4,20,0,3
-26,10420,13,0,0,6,0,0,22,0,3
-27,10420,34,0,0,4,0,4,14,0,3
-28,10420,81,0,0,5,0,4,14,0,5
-29,10420,148,0,0,5,0,4,8,0,2
-30,10420,200,0,0,7,0,0,8,0,5
-31,10420,235,0,0,6,0,0,22,0,7
-32,10420,233,0,0,5,0,0,22,0,5
-33,10420,166,0,0,5,0,8,22,0,0
-34,10420,62,0,0,9,3,8,17,0,0
-35,10420,4,0,0,4,3,8,17,0,2
-36,10420,0,0,0,3,3,16,3,0,2
-37,10420,3,0,0,3,3,16,3,0,0
-38,10420,10,0,0,3,3,8,9,0,3
-39,10420,14,0,0,1,0,15,6,0,3
-40,10420,10,0,0,4,1,31,6,0,3
-41,10420,3,0,0,3,1,31,6,0,3
