y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-36,10420,0,0,0,6,0,16,26,0,5
-37,10420,10,0,0,11,0,13,16,0,3
-38,10420,10,0,0,8,0,19,11,0,6
-39,10420,0,0,0,8,0,20,6,0,7
-40,10420,0,0,0,8,0,20,0,0,3
-41,10420,0,0,0,9,0,28,0,0,3
-42,10420,0,0,0,5,0,31,6,0,1
-43,10420,0,0,0,13,0,32,12,0,2
-44,10420,21,0,0,13,0,28,12,0,15
-45,10420,49,0,0,12,0,28,18,0,15
-46,10420,49,0,0,8,0,33,12,0,13
-47,10420,21,0,0,0,0,45,6,0,0
-48,10420,0,0,0,0,0,46,0,0,0
-49,10420,4,0,0,12,0,47,0,0,0
-50,10420,8,0,0,16,0,46,0,0,0
-51,10420,8,0,0,11,0,46,0,0,0
-52,10420,8,0,0,9,0,27,6,0,0
-53,10420,4,0,0,7,0,27,6,0,0
-54,10420,363,0,0,7,0,4,6,0,0
-55,10420,1473,0,0,10,0,6,0,0,7
-56,10420,2620,0,0,5,0,23,0,0,10
-57,10420,2694,0,0,7,1,38,0,0,10
-58,10420,1822,0,0,9,1,38,7,0,10
-59,10420,933,0,0,14,2,65,7,0,12
