y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-2,10420,0,0,13,15,9,16,0,0,0
-3,10420,0,0,13,14,13,3,0,0,0
-4,10420,0,0,5,21,13,3,11,0,0
-5,10420,0,0,5,32,10,7,11,0,0
-6,10420,0,0,0,29,6,8,11,0,0
-7,10420,0,0,0,33,6,8,14,0,0
-8,10420,0,0,0,20,10,8,14,0,0
-9,10420,32,0,0,20,9,8,8,0,3
-10,10420,48,0,0,16,12,4,8,0,5
-11,10420,64,0,0,8,17,5,8,0,2
-12,10420,96,0,0,27,13,5,0,0,0
-13,10420,96,0,0,21,10,5,8,0,2
-14,10420,112,0,0,21,10,5,19,0,2
-15,10420,132,0,0,10,11,5,32,0,0
-16,10420,124,0,0,6,1,5,32,0,0
-17,10420,119,0,0,6,0,8,46,0,0
-18,10420,80,0,0,0,0,8,31,0,0
-19,10420,50,0,0,0,0,22,20,0,6
-20,10420,49,0,0,0,0,14,10,0,6
-21,10420,32,0,0,0,0,14,24,0,0
-22,10420,48,0,0,0,8,6,18,0,0
-23,10420,64,0,0,0,8,6,28,0,0
-24,10420,96,0,0,8,10,0,26,0,0
-25,10420,80,0,0,8,13,0,22,0,5
-26,10420,16,0,0,4,13,6,8,0,5
-27,10420,0,0,0,4,3,24,12,0,4
-28,10420,0,0,0,4,5,32,12,0,2
-29,10420,0,0,0,3,2,26,27,0,7
-30,10420,0,0,0,5,2,26,27,0,7
-31,10420,0,0,0,2,2,24,36,0,5
-32,10420,0,0,0,0,0,6,28,0,5
-33,10420,0,0,0,3,3,14,44,0,6
-34,10420,0,0,0,3,3,8,21,0,6
-35,10420,0,0,0,3,3,8,29,0,5
-36,10420,0,0,0,7,3,18,16,0,9
-37,10420,0,0,0,7,0,22,16,0,4
-38,10420,0,0,0,15,1,22,18,0,4
-39,10420,0,0,0,16,1,14,10,0,4
-40,10420,0,0,0,17,1,20,10,0,4
-41,10420,0,0,0,15,1,26,18,0,4
-42,10420,0,0,0,8,0,20,16,0,0
-43,10420,0,0,0,11,0,22,16,0,18
-44,10420,0,0,0,11,0,45,23,0,18
-45,10420,0,0,0,7,0,45,23,0,24
-46,10420,0,0,0,7,0,42,15,0,24
-47,10420,0,0,0,4,0,27,15,0,26
-48,10420,0,0,0,0,0,19,7,0,12
-49,10420,0,0,0,0,2,21,7,0,12
-50,10420,0,0,0,0,2,27,7,0,12
-51,10420,2,0,0,2,2,14,0,0,5
-52,10420,4,0,0,2,4,14,0,0,1
-53,10420,5,0,0,5,2,30,0,0,5
-54,10420,300,0,0,5,0,22,0,0,11
-55,10420,1075,0,0,5,0,28,0,0,14
-56,10420,1810,0,0,0,4,35,0,0,9
-57,10420,2187,0,0,2,4,43,4,0,6
-58,10420,2516,0,0,6,6,47,6,0,6
-59,10420,2662,0,0,10,7,52,6,0,4
