y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,121,0,4,0,0,0,0,0
62,10420,0,101,0,4,0,0,0,0,0
61,10420,0,101,0,2,1,0,0,0,0
60,10420,0,77,0,2,2,0,0,0,0
59,10420,0,74,6,2,1,0,0,0,0
58,10420,0,25,13,0,1,0,0,0,0
57,10420,0,15,21,0,1,0,0,0,0
56,10420,0,31,8,0,0,0,0,0,0
55,10420,0,40,14,1,2,0,0,0,0
54,10420,0,55,36,1,4,0,0,0,0
53,10420,0,73,36,1,3,0,0,0,0
52,10420,0,105,25,1,7,0,0,0,0
51,10420,0,99,15,0,6,0,0,0,0
50,10420,0,100,12,2,1,0,0,0,0
49,10420,0,120,32,2,1,0,0,0,0
48,10420,0,122,52,0,1,0,0,0,0
47,10420,0,75,58,2,0,0,0,0,0
46,10420,0,75,69,2,0,0,0,0,0
45,10420,0,62,61,2,5,0,0,0,0
44,10420,0,42,55,2,5,0,0,0,0
43,10420,0,42,40,6,3,0,0,0,0
42,10420,0,42,38,6,4,0,0,0,0
41,10420,0,120,29,20,2,0,0,0,0
40,10420,0,141,45,18,2,0,0,0,0
39,10420,0,141,63,25,2,0,0,0,0
38,10420,1,188,71,28,1,0,0,0,0
37,10420,3,168,49,37,0,0,0,0,0
36,10420,2,163,50,37,0,0,0,0,0
35,10420,1,118,42,24,4,0,0,0,0
34,10420,1,179,17,33,7,0,0,0,0
33,10420,0,163,37,35,7,0,0,0,0
32,10420,0,200,37,41,7,0,0,0,0
31,10420,0,178,33,25,7,0,0,0,0
30,10420,0,152,26,11,4,0,0,0,0
29,10420,0,86,46,8,7,0,0,0,0
28,10420,0,46,71,19,6,0,0,0,0
27,10420,0,70,55,24,6,0,0,0,0
26,10420,0,49,59,30,6,0,0,0,0
25,10420,0,55,67,34,6,0,0,0,0
24,10420,0,77,63,38,3,0,0,0,0
23,10420,0,53,73,26,3,0,0,0,0
22,10420,0,53,58,32,3,0,0,0,0
21,10420,0,31,60,18,6,0,0,0,0
20,10420,0,64,70,12,9,0,0,0,0
19,10420,0,64,78,23,9,0,7,0,0
18,10420,0,64,77,24,3,0,13,0,0
17,10420,0,64,50,12,6,0,13,0,0
16,10420,0,83,59,5,6,0,13,0,0
15,10420,0,61,76,24,16,0,13,0,0
14,10420,0,61,99,25,21,0,20,0,0
13,10420,0,106,87,33,17,0,14,0,0
12,10420,0,122,55,38,14,0,7,0,0
11,10420,0,80,71,38,11,0,11,0,0
10,10420,0,61,49,53,4,4,28,0,0
9,10420,0,61,44,65,4,4,21,0,0
8,10420,0,25,45,44,8,4,17,0,0
7,10420,0,30,54,48,8,12,17,0,0
6,10420,0,53,56,44,14,18,17,0,0
5,10420,0,53,48,34,15,14,0,0,0
4,10420,0,32,48,24,21,14,3,0,0
3,10420,0,32,50,24,26,25,3,0,0
2,10420,0,23,12,20,18,13,3,0,0
1,10420,0,0,0,14,27,23,3,0,0
0,10420,0,0,5,16,23,23,3,0,0
-1,10420,0,0,13,15,17,22,0,0,0
