y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-36,10420,1819,0,0,1,3,9,14,0,2
-37,10420,1531,0,0,4,4,9,14,0,2
-38,10420,1311,0,0,6,6,9,21,0,2
-39,10420,1176,0,0,6,3,3,21,0,5
-40,10420,1124,0,0,6,3,23,21,0,5
-41,10420,1122,0,0,9,3,27,13,0,8
-42,10420,1084,0,0,6,0,27,8,0,5
-43,10420,1057,0,0,15,1,28,10,0,3
-44,10420,971,0,0,12,1,28,10,0,3
-45,10420,639,0,0,6,1,6,10,0,3
-46,10420,358,0,0,6,4,14,0,0,3
-47,10420,163,0,0,0,4,23,0,0,0
-48,10420,0,0,0,0,5,17,5,0,0
-49,10420,0,0,0,0,5,42,13,0,0
-50,10420,0,0,0,4,0,43,13,0,2
-51,10420,0,0,0,8,0,36,13,0,2
-52,10420,0,0,0,4,2,42,5,0,12
-53,10420,0,0,0,4,2,36,0,0,12
-54,10420,123,0,0,7,3,39,0,0,12
-55,10420,537,0,0,7,1,23,0,0,12
-56,10420,936,0,0,0,1,36,0,0,2
-57,10420,842,0,0,0,1,43,0,0,2
-58,10420,503,0,0,5,6,47,0,0,0
-59,10420,339,0,0,5,7,36,7,0,0
