y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,186,5,4,5,0,28,0,0
62,10420,0,206,5,4,5,0,45,0,0
61,10420,0,223,10,4,1,0,27,0,0
60,10420,0,210,17,0,6,0,40,0,0
59,10420,0,189,12,0,10,0,53,0,0
58,10420,0,186,12,6,10,0,46,0,0
57,10420,0,210,31,9,13,0,27,0,0
56,10420,0,147,26,7,9,0,34,0,0
55,10420,0,196,20,3,4,0,37,0,0
54,10420,0,239,45,4,2,0,31,0,0
53,10420,0,207,35,5,2,0,42,0,0
52,10420,0,159,44,10,0,0,34,0,0
51,10420,0,110,31,9,0,0,47,0,0
50,10420,0,192,40,6,1,0,45,0,0
49,10420,0,215,49,0,1,0,60,0,0
48,10420,0,237,57,4,1,0,69,0,0
47,10420,0,237,35,4,0,0,51,0,0
46,10420,0,243,42,2,0,0,58,0,0
45,10420,0,234,59,0,1,0,48,0,0
44,10420,0,183,71,0,1,0,54,0,0
43,10420,0,114,75,0,1,0,39,0,0
42,10420,0,162,79,0,1,0,56,0,0
41,10420,0,136,72,8,0,0,52,0,0
40,10420,0,108,75,8,0,0,52,0,0
39,10420,0,67,82,8,0,0,49,0,0
38,10420,16,67,78,8,0,0,38,0,0
37,10420,32,64,52,8,2,0,22,0,0
36,10420,48,34,52,5,2,0,22,0,0
35,10420,97,57,57,5,3,0,22,0,0
34,10420,146,57,57,15,3,0,8,0,0
33,10420,179,38,67,17,3,0,48,0,0
32,10420,163,40,39,31,1,0,54,0,0
31,10420,65,50,31,29,0,0,50,0,0
30,10420,0,30,41,36,0,0,42,0,0
29,10420,0,39,41,42,0,0,42,0,0
28,10420,0,64,48,47,0,0,15,0,0
27,10420,0,85,54,43,0,0,0,0,0
26,10420,0,152,62,34,0,0,0,0,0
25,10420,0,152,59,26,5,0,0,0,0
24,10420,0,170,94,41,5,0,0,0,0
23,10420,0,116,83,37,5,0,0,0,0
22,10420,0,142,78,36,10,0,16,0,0
21,10420,0,205,79,38,18,0,16,0,0
20,10420,0,128,81,35,18,0,25,0,0
19,10420,0,115,47,29,15,0,25,0,0
18,10420,0,101,49,56,10,0,25,0,0
17,10420,0,79,49,90,10,0,0,0,0
16,10420,0,72,45,84,10,0,0,0,0
15,10420,0,34,33,71,6,4,0,0,0
14,10420,0,16,49,56,6,4,0,0,0
13,10420,0,16,49,32,4,4,0,0,0
12,10420,0,0,38,8,4,4,5,0,0
11,10420,0,0,38,8,4,4,5,0,0
10,10420,0,20,24,0,0,4,12,0,0
9,10420,0,40,33,0,0,4,12,0,0
8,10420,0,40,51,20,8,7,19,0,0
7,10420,0,20,48,34,8,8,14,0,0
6,10420,0,20,58,42,12,8,14,0,0
5,10420,0,20,28,51,24,3,13,0,0
4,10420,0,0,28,34,27,3,13,0,0
3,10420,0,0,27,42,22,6,25,0,0
2,10420,0,0,37,47,26,6,25,0,0
1,10420,0,0,32,55,19,6,18,0,0
0,10420,0,0,47,54,6,6,4,0,0
-1,10420,0,0,33,54,6,5,0,0,0
-2,10420,0,0,33,32,5,16,0,0,0
-3,10420,0,0,33,40,5,16,6,0,0
-4,10420,0,0,11,30,10,16,10,0,0
-5,10420,0,0,0,22,12,16,25,0,0
-6,10420,0,0,0,13,23,16,25,0,0
-7,10420,0,0,0,13,16,13,28,0,0
-8,10420,0,0,0,10,16,21,18,0,0
-9,10420,0,0,0,16,0,16,18,0,0
-10,10420,0,0,0,32,4,16,26,0,0
-11,10420,0,0,0,41,11,16,26,0,0
-12,10420,0,0,0,40,11,14,12,0,0
-13,10420,0,0,0,37,11,6,0,0,0
-14,10420,0,0,0,28,7,12,13,0,0
-15,10420,0,0,0,16,1,6,13,0,0
-16,10420,0,0,0,10,6,6,17,0,3
-17,10420,16,0,0,6,9,6,17,0,3
-18,10420,32,0,0,14,9,6,26,0,3
-19,10420,48,0,0,14,9,4,41,0,5
-20,10420,48,0,0,7,12,4,49,0,5
-21,10420,32,0,0,13,7,12,40,0,2
-22,10420,96,0,0,10,7,12,40,0,0
-23,10420,240,0,0,8,3,13,25,0,8
-24,10420,320,0,0,1,3,5,9,0,8
-25,10420,272,0,0,3,4,9,12,0,12
