y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,44,0,6,0,0,0,0,0
62,10420,0,29,0,6,0,0,0,0,0
61,10420,0,111,9,1,0,0,0,0,0
60,10420,0,133,27,1,0,0,0,0,0
59,10420,0,143,34,4,0,0,0,0,0
58,10420,0,182,62,6,0,0,0,0,0
57,10420,0,160,77,2,2,0,0,0,0
56,10420,0,166,78,2,2,0,0,0,0
55,10420,0,221,57,2,3,0,0,0,0
54,10420,0,167,52,2,3,0,0,0,0
53,10420,0,232,52,2,2,0,0,0,0
52,10420,0,232,33,18,0,0,0,0,0
51,10420,0,215,35,23,1,0,0,0,0
50,10420,0,165,35,23,8,0,0,0,0
49,10420,0,115,8,23,8,0,0,0,0
48,10420,0,96,26,17,11,0,0,0,0
47,10420,0,49,34,17,8,0,0,0,0
46,10420,0,125,34,12,3,0,0,0,0
45,10420,0,202,56,12,3,0,0,0,0
44,10420,0,277,57,10,0,0,0,0,0
43,10420,0,277,56,8,0,0,0,0,0
42,10420,0,206,50,20,6,0,0,0,0
41,10420,0,273,57,37,8,0,0,0,0
40,10420,0,243,64,26,9,0,0,0,0
39,10420,0,185,55,32,8,0,0,0,0
38,10420,0,136,36,35,1,0,0,0,0
37,10420,0,136,7,23,0,0,0,0,0
36,10420,0,103,6,11,0,0,0,0,0
35,10420,0,108,6,21,0,0,0,0,0
34,10420,0,130,6,21,0,0,0,0,0
33,10420,0,149,15,18,0,0,0,0,0
32,10420,0,149,15,18,0,0,0,0,0
31,10420,0,186,17,23,0,0,0,0,0
30,10420,0,212,53,27,0,0,8,0,0
29,10420,0,157,53,30,1,0,8,0,0
28,10420,0,115,62,34,2,0,8,0,0
27,10420,0,91,44,33,1,0,8,0,0
26,10420,0,72,30,10,0,0,8,0,0
25,10420,0,56,43,8,0,0,0,0,0
24,10420,0,86,47,10,0,0,0,0,0
23,10420,0,108,59,18,0,0,0,0,0
22,10420,0,124,67,23,5,0,0,0,0
21,10420,0,149,37,27,10,0,0,0,0
20,10420,0,127,44,31,15,0,0,0,0
19,10420,0,118,20,30,14,0,0,0,0
18,10420,0,68,43,38,13,0,0,0,0
17,10420,0,68,43,38,13,0,0,0,0
16,10420,0,91,50,40,16,0,0,0,0
15,10420,0,66,23,22,16,0,0,0,0
14,10420,0,23,23,10,7,0,0,0,0
13,10420,0,23,17,11,2,1,0,0,0
12,10420,0,23,8,13,9,19,8,0,0
11,10420,0,0,8,30,11,18,8,0,0
10,10420,0,0,14,52,11,18,8,0,0
9,10420,0,0,22,41,28,18,0,0,0
8,10420,0,0,40,41,42,18,0,0,0
7,10420,10,0,32,36,34,0,0,0,0
6,10420,16,0,24,28,31,9,13,0,0
5,10420,22,23,24,10,15,13,13,0,0
4,10420,33,23,30,14,15,13,13,0,0
3,10420,35,23,21,15,5,9,23,0,0
2,10420,41,23,46,9,10,9,10,0,0
1,10420,35,23,59,14,13,9,10,0,2
0,10420,12,43,53,21,27,5,0,0,2
-1,10420,0,20,54,21,21,5,0,0,0
-2,10420,0,20,27,6,9,5,0,0,0
-3,10420,0,20,0,10,8,5,0,0,0
-4,10420,0,20,0,12,0,11,8,0,4
-5,10420,0,0,0,16,12,6,8,0,4
-6,10420,0,0,0,26,12,14,16,0,5
-7,10420,0,0,0,22,12,8,32,0,5
-8,10420,0,0,0,35,10,8,37,0,5
-9,10420,0,0,0,22,16,0,29,0,5
-10,10420,0,0,0,19,11,0,29,0,5
-11,10420,0,0,0,15,11,0,16,0,3
-12,10420,0,0,0,14,8,9,0,0,3
-13,10420,0,0,0,0,1,9,0,0,3
-14,10420,0,0,0,8,1,11,0,0,3
-15,10420,0,0,0,8,1,11,0,0,0
-16,10420,0,0,0,8,1,11,7,0,0
-17,10420,0,0,0,0,1,11,7,0,0
-18,10420,0,0,0,3,4,4,7,0,0
-19,10420,0,0,0,3,4,4,7,0,0
-20,10420,5,0,0,3,2,9,15,0,0
-21,10420,21,0,0,3,6,5,22,0,2
-22,10420,41,0,0,3,7,5,26,0,2
-23,10420,30,0,0,0,5,8,34,0,2
-24,10420,5,0,0,0,4,8,26,0,0
-25,10420,0,0,0,1,4,8,18,0,0
-26,10420,0,0,0,1,7,8,6,0,0
-27,10420,0,0,0,0,7,8,23,0,0
-28,10420,0,0,0,4,7,4,40,0,0
-29,10420,0,0,0,4,6,9,39,0,0
-30,10420,0,0,0,0,2,9,39,0,0
-31,10420,0,0,0,2,4,15,34,0,0
-32,10420,0,0,0,2,4,23,28,0,0
-33,10420,0,0,0,2,1,18,0,0,0
-34,10420,0,0,0,0,1,13,0,0,0
-35,10420,0,0,0,0,1,14,0,0,0
-36,10420,0,0,0,2,2,10,0,0,0
-37,10420,0,0,0,4,1,17,6,0,0
-38,10420,0,0,0,6,3,21,6,0,0
-39,10420,0,0,0,9,5,22,24,0,0
-40,10420,0,0,0,7,3,17,24,0,0
-41,10420,0,0,0,5,3,13,24,0,0
-42,10420,0,0,0,2,2,15,16,0,0
-43,10420,0,0,0,0,2,32,16,0,0
-44,10420,0,0,0,0,1,28,7,0,4
-45,10420,0,0,0,0,1,28,0,0,9
-46,10420,0,0,0,0,4,43,0,0,8
-47,10420,0,0,0,0,5,48,0,0,6
-48,10420,0,0,0,0,1,38,0,0,6
-49,10420,0,0,0,3,0,54,0,0,6
-50,10420,0,0,0,3,0,71,0,0,6
-51,10420,188,0,0,3,0,50,0,0,0
-52,10420,539,0,0,5,5,59,8,0,0
-53,10420,635,0,0,5,5,61,11,0,0
-54,10420,474,0,0,6,5,66,11,0,0
-55,10420,628,0,0,6,5,85,11,0,0
-56,10420,927,0,0,2,5,91,11,0,4
-57,10420,976,0,0,4,0,78,0,0,4
-58,10420,925,0,0,4,0,72,0,0,2
-59,10420,831,0,0,0,0,97,0,0,7
