y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-48,10420,0,0,0,5,1,27,8,0,0
-49,10420,0,0,0,5,3,26,0,0,7
-50,10420,0,0,0,5,3,28,0,0,7
-51,10420,0,0,0,7,3,36,0,0,7
-52,10420,24,0,0,7,7,26,0,0,7
-53,10420,24,0,0,10,4,39,0,0,2
-54,10420,74,0,0,5,0,43,0,0,2
-55,10420,334,0,0,7,0,51,0,0,2
-56,10420,602,0,0,4,0,51,0,0,3
-57,10420,727,0,0,4,0,46,0,0,5
-58,10420,775,0,0,0,1,28,0,0,2
-59,10420,794,0,0,4,1,28,0,0,2
