y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-36,10420,0,0,0,4,3,11,6,0,3
-37,10420,0,0,0,4,1,0,6,0,3
-38,10420,0,0,0,0,1,6,18,0,8
-39,10420,0,0,0,0,0,6,18,0,9
-40,10420,0,0,0,0,0,12,25,0,6
-41,10420,0,0,0,2,0,17,7,0,4
-42,10420,0,0,0,6,0,17,19,0,6
-43,10420,0,0,0,11,0,5,26,0,2
-44,10420,0,0,0,11,3,10,36,0,5
-45,10420,0,0,0,15,3,34,23,0,5
-46,10420,0,0,0,14,4,41,23,0,7
-47,10420,0,0,0,9,2,51,7,0,7
-48,10420,0,0,0,8,1,59,7,0,7
-49,10420,0,0,0,8,0,77,7,0,0
-50,10420,0,0,0,4,6,53,3,0,2
-51,10420,40,0,0,4,6,51,3,0,2
-52,10420,110,0,0,5,6,55,9,0,2
-53,10420,130,0,0,7,8,49,9,0,2
-54,10420,201,0,0,9,2,35,6,0,0
-55,10420,395,0,0,6,1,53,6,0,3
-56,10420,650,0,0,0,1,43,0,0,6
-57,10420,744,0,0,5,0,34,0,0,6
-58,10420,698,0,0,5,0,46,0,0,2
-59,10420,703,0,0,5,0,51,0,0,4
