y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
63,10420,0,0,0,0,0,0,0,0,0
62,10420,0,0,0,0,0,0,0,0,0
61,10420,0,0,0,0,0,0,0,0,0
60,10420,0,0,0,0,0,0,0,0,0
59,10420,0,0,0,0,0,0,0,0,0
58,10420,0,22,0,0,0,0,0,0,0
57,10420,0,22,0,0,0,0,0,0,0
56,10420,0,22,0,0,0,0,0,0,0
55,10420,0,0,0,6,0,0,0,0,0
54,10420,0,0,8,9,0,0,0,0,0
53,10420,0,28,17,6,0,0,0,0,0
52,10420,0,49,17,5,0,0,0,0,0
51,10420,0,49,17,7,0,0,0,0,0
50,10420,0,49,17,4,0,0,0,0,0
49,10420,0,49,18,4,0,0,0,0,0
48,10420,0,55,24,6,0,0,0,0,0
47,10420,0,71,24,4,0,0,0,0,0
46,10420,0,102,33,2,0,0,0,0,0
45,10420,0,189,33,15,0,0,0,0,0
44,10420,0,208,24,18,0,0,0,0,0
43,10420,0,187,34,14,0,0,0,0,0
42,10420,0,181,33,11,0,0,0,0,0
41,10420,0,153,34,20,0,0,0,0,0
40,10420,0,154,40,12,0,0,0,0,0
39,10420,0,141,35,12,0,0,0,0,0
38,10420,0,119,25,7,0,0,0,0,0
37,10420,0,68,9,10,0,0,0,0,0
36,10420,0,68,41,5,0,0,0,0,0
35,10420,0,92,51,8,0,0,0,0,0
34,10420,0,123,74,16,0,0,0,0,0
33,10420,0,123,42,13,0,0,0,0,0
32,10420,0,93,31,14,2,0,0,0,0
31,10420,0,87,35,14,2,0,0,0,0
30,10420,0,86,46,19,4,0,0,0,0
29,10420,0,57,29,14,4,0,0,0,0
28,10420,0,39,48,14,2,0,0,0,0
27,10420,0,47,49,18,2,0,0,0,0
26,10420,0,47,31,25,2,0,0,0,0
25,10420,0,24,9,17,0,0,0,0,0
24,10420,0,24,9,25,0,0,0,0,0
23,10420,0,50,19,23,0,0,0,0,0
22,10420,0,26,34,23,0,0,6,0,0
21,10420,0,47,40,25,0,0,6,0,0
20,10420,0,47,42,27,6,0,6,0,0
19,10420,0,73,53,35,7,0,6,0,0
18,10420,0,73,42,27,1,0,6,0,0
17,10420,0,21,52,39,0,0,0,0,0
16,10420,0,0,47,35,0,0,0,0,0
15,10420,0,0,51,49,8,0,0,0,0
14,10420,0,0,32,41,16,0,0,0,0
13,10420,0,0,26,26,16,0,0,0,0
12,10420,0,0,13,18,12,0,0,0,0
11,10420,0,0,3,7,12,4,0,0,0
10,10420,0,0,11,7,14,4,0,0,0
9,10420,0,0,8,7,2,4,0,0,0
8,10420,0,0,26,7,14,5,0,0,0
7,10420,0,0,31,19,16,5,0,0,0
6,10420,0,0,39,22,17,5,0,0,0
5,10420,0,0,15,24,15,5,23,0,0
4,10420,0,0,15,30,15,5,23,0,0
3,10420,0,0,9,30,16,0,23,0,0
2,10420,0,0,7,25,1,0,23,0,0
1,10420,0,0,13,23,1,0,23,0,0
0,10420,0,0,13,12,5,0,0,0,0
-1,10420,0,0,19,12,8,8,2,0,0
-2,10420,0,0,22,17,8,8,23,0,0
-3,10420,0,0,22,23,11,8,26,0,0
-4,10420,0,0,10,31,25,8,26,0,0
-5,10420,0,0,0,25,25,8,18,0,0
-6,10420,0,0,0,28,19,14,18,0,0
-7,10420,0,0,0,15,15,14,18,0,1
-8,10420,0,0,0,8,19,14,0,0,1
-9,10420,0,0,0,20,9,8,5,0,1
-10,10420,0,0,0,20,9,12,21,0,1
-11,10420,0,0,0,18,9,10,21,0,1
-12,10420,0,0,0,11,5,6,16,0,0
-13,10420,0,0,0,2,8,6,36,0,0
-14,10420,0,0,0,6,4,0,27,0,0
-15,10420,0,0,0,6,5,0,25,0,0
-16,10420,0,0,0,0,7,8,15,0,0
-17,10420,0,0,0,8,12,8,15,0,19
-18,10420,0,0,0,8,9,13,9,0,19
-19,10420,0,0,0,8,8,13,9,0,19
-20,10420,0,0,0,8,4,19,11,0,6
-21,10420,0,0,0,8,4,22,2,0,6
-22,10420,0,0,0,0,0,14,13,0,0
-23,10420,0,0,0,0,0,8,29,0,0
-24,10420,0,0,0,6,0,12,35,0,0
-25,10420,0,0,0,8,0,12,22,0,0
-26,10420,0,0,0,8,4,16,22,0,15
-27,10420,0,0,0,4,4,8,27,0,15
-28,10420,0,0,0,4,4,8,11,0,17
-29,10420,0,0,0,0,7,0,5,0,17
-30,10420,0,0,0,0,3,0,0,0,4
-31,10420,0,0,0,4,0,11,16,0,2
-32,10420,0,0,0,4,0,19,16,0,2
-33,10420,0,0,0,8,1,19,22,0,0
-34,10420,0,0,0,12,1,21,14,0,3
-35,10420,0,0,0,4,3,17,14,0,3
