y,blocks mined,lava,coal,copper,iron,lapis,redstone,gold,emeralds,diamonds
-36,10420,1950,0,0,0,3,8,27,0,5
-37,10420,1811,0,0,0,3,16,25,0,5
-38,10420,1607,0,0,0,6,16,25,0,3
-39,10420,1378,0,0,0,4,24,16,0,3
-40,10420,1133,0,0,0,4,29,11,0,0
-41,10420,743,0,0,2,4,31,11,0,3
-42,10420,322,0,0,4,1,24,15,0,12
-43,10420,105,0,0,5,0,38,21,0,12
-44,10420,39,0,0,195,3,40,37,0,12
-45,10420,42,0,0,192,3,45,32,0,12
-46,10420,35,0,0,192,3,51,16,0,7
-47,10420,7,0,0,192,4,39,8,0,4
-48,10420,15,0,0,192,1,39,8,0,4
-49,10420,43,0,0,190,0,48,0,0,4
-50,10420,56,0,0,192,0,65,11,0,11
-51,10420,39,0,0,192,0,67,18,0,9
-52,10420,11,0,0,192,0,67,18,0,6
-53,10420,0,0,0,194,0,85,18,0,6
-54,10420,84,0,0,194,1,88,11,0,15
-55,10420,266,0,0,192,2,77,0,0,12
-56,10420,364,0,0,193,2,80,0,0,11
-57,10420,261,0,0,196,1,68,0,0,6
-58,10420,149,0,0,4,3,47,0,0,10
-59,10420,139,0,0,4,2,28,0,0,7
